count_words,count_mentions,count_hashtags,count_capital_words,count_excl_quest_marks,count_urls,count_emojis,ANSWER,clean_text
34,0,0,0,1,0,0,No,like go rain rain bother im dress somewher import rain import
14,0,0,0,2,0,0,No,like touch sharp object no show face
15,0,0,0,1,0,0,No,like travel airplan never plane
15,0,0,0,1,0,0,No,like tom cruis movi like movi dont like
27,0,0,0,10,0,0,No,like travel often think ride car ye dont much like travel
25,0,0,0,1,0,0,No,like vitamin water no not good quot quot say water best
13,0,0,0,1,0,0,No,like wild parti lot peopl somet
11,0,0,0,1,0,0,No,like live arrang not realli
9,0,0,0,1,0,0,No,like name yep
11,0,0,0,1,0,0,No,like name ye suppos
15,0,0,0,3,0,0,No,like chick like like women no like babi chicken yess
12,0,0,0,1,0,0,No,listen christian rock sometim
88,0,0,1,4,0,0,No,listen music depend mood music make mood okay copi past ye question everyth serious im sad ah griffen hous love adtr amp emarosa time day anyth robot emmur im feel thrashin ha ohh like instrument music underoath cd violin time favorit
13,0,0,0,2,0,0,No,listen music everi day ye
14,0,0,0,2,0,0,No,listen mom sometim like opinion
10,0,0,0,1,0,0,No,live china nope ohio
11,0,0,0,1,0,0,No,loan peopl money much sometim
13,0,0,0,1,0,0,No,look qualiti quantiti qualtili cours
17,0,0,0,1,0,0,No,look forward sleep bad day
112,0,0,0,2,0,0,No,look like mom dad know biolog mother dad met korea armi amp came born start want want come seen sinc dad remarri white ladi henc fact said im whitest korean ever talk haha dad white peopl say look like dad dont realli see much
9,0,0,0,1,0,0,No,love parti nahh
17,0,0,0,1,0,0,No,make joke laugh usuallli make
10,0,0,0,1,0,0,No,make bed daili nope
14,0,0,0,1,0,0,No,miss past miss kid ye
14,0,0,0,1,0,0,No,miss past miss kid ye
19,0,0,0,2,0,0,No,miss formspr im overwelm question hahah thank
27,0,0,0,1,0,0,No,think think think what not need seem underthink need think
9,0,0,0,1,0,0,No,bathrob no
15,0,0,0,1,0,0,No,graph calcul ye hs
84,0,0,0,3,0,0,No,gun would ever no dont bf ye could extra money one would like take gun class well shoot one never know need defend zombi cruel hahaa buncha crazi ya never know prepar half bad anymor
11,0,0,0,1,0,0,No,pair dice noo
11,0,0,0,1,0,0,No,stripe sweater may
16,0,0,0,1,0,0,No,band tushirt ye emeri emarosa day holiday
28,0,0,0,1,0,0,No,game consol nope like game dont usual time
11,0,0,0,1,0,0,No,anyth leopard print thong
16,0,0,0,1,0,0,No,anyth involv betti boop no lol that funni
20,0,0,0,2,0,0,No,shirt funni say favorit not realli
8,0,0,0,1,0,0,No,slipper nope
16,0,0,0,1,0,0,No,pay attent calori back packag not realli
16,0,0,1,1,0,0,No,prefer chines mexican mmmmhhhmmm love chines mexican haha
17,0,0,0,3,0,0,No,prefer hot coffe ice coffe neither hot coffe ice coffe haha
16,0,0,0,1,0,0,No,prefer regular chocol milk neither im not milk fan
12,0,0,0,1,0,0,No,prefer scari movi comedi movi comedi
13,0,0,0,1,0,0,No,prefer tape stapler tape duck tape
19,0,0,0,2,0,0,No,prefer ask question answer think
34,0,0,2,2,0,0,No,prefer bliss unawar know go though may hurt know know what go choic hurt
14,0,0,0,1,0,0,No,prefer work independ team independ
20,0,0,0,6,0,0,No,put anyth spaghetti bolognais dk spaghetti bolognais haha enlighten
14,0,0,0,1,0,0,No,put chees spaghetti ye love chees
24,0,0,0,1,0,0,No,put make everyday not everyday usual wanna pretti im go someth special
16,0,0,0,1,0,0,No,put christma light christma time ye love decor
24,0,0,0,1,0,0,No,randomli bust sing hear song play somewher not often unless im car
11,0,0,0,1,0,0,No,read trashi romanc novel often nope
13,0,0,0,1,0,0,No,realli truli miss someon right not realli
60,0,0,0,2,0,0,No,realli care peopl think nahh care other thought would never get think care care other think wast time opinion life ill live way want
10,0,0,1,2,0,0,No,recycl ye everyon recycl
16,0,0,0,1,0,0,No,regularli watch news no get onlin lot
19,0,0,0,1,0,0,No,say love friend time everi
17,0,0,0,2,0,0,No,scream rollercoast make much fun
23,0,0,0,1,0,0,No,shower morn night bed night like climb bed clean
15,0,0,0,1,0,0,No,shower morn night bed repeat
23,0,0,0,1,0,0,No,shrug cri hour shrug haha no time deal petti bullshiz
15,0,0,0,1,0,0,No,sing car
17,0,0,0,1,0,0,No,sleep nois complet silenc complet silenc dark
15,0,0,0,1,0,0,No,sleep closet door open close close usual
39,0,0,0,1,0,0,No,snore steal cover roll around sleep snore sometim im told nahh lay pretti still come sleep sleep like log ha
19,0,0,0,1,0,0,No,sometim ask god thing happen nahhh thing alway purpos
54,0,0,0,3,0,0,No,still believ race concept like asian black white differ type race prefer use term ethnic group realli think much honestli race ethnic differ color mean differ
10,0,0,0,1,0,0,No,swear youur mad nope
13,0,0,0,1,0,0,No,take lot pictur lot lot
10,0,0,0,1,0,0,No,take dare dare
17,0,0,0,1,0,0,No,take life serious not seriou enough think seriou enough
11,0,0,0,1,0,0,No,take work home no
10,0,0,0,1,0,0,No,take daili vitamin ye
12,0,0,0,1,0,0,No,talk like talk ye
15,0,0,0,2,0,0,No,talk cleverbot haha dont know cleverbot
24,0,0,0,3,0,0,No,tell person see toilet paper stuck shoe ye hahahhaha
42,0,0,0,3,0,0,No,think christma stress noth like stress fun becom stress know lost sight true mean christma think peopl
11,0,0,0,1,0,0,No,think demon real ehh mayb
19,0,0,0,1,0,0,No,think famou peopl right privat life ye
48,0,0,0,2,0,0,No,think gay stylish girl not ye women seem lost want look good anymor much gay sometim gay vs girl gay win
23,0,1,0,1,0,0,No,think found anoth life form tri kill ye cours definantli
23,0,1,0,1,0,0,No,think knew world go end go insan ye prolli
65,0,0,1,1,0,0,No,think parent knew could relat better idk parent okay let restart mother relentless dad know quit well actual mother like thought mind use ha annoy hey not like choos parent
29,0,1,0,1,0,0,No,think sassi peopl opposit sex swear everi usual guess
24,0,1,0,1,0,0,No,think better find love let find let find
21,0,1,0,1,0,0,No,think okay guy wear pink sometim usual gay ahha
47,0,1,0,1,0,0,No,think okay parent push belief children okay unless effect free good moral standard bad push child no form structur need
21,0,0,0,1,0,0,No,think possibl human sleep eye open possibl actual
20,0,0,0,1,0,0,No,think let go mean love best hmmm idk complet understand question
20,0,0,0,2,0,0,No,think life fair dont complain go
55,0,0,0,1,0,0,No,think parent hard kid day think hard enough honest societi way peopl would make kid moral standard aid spread unbeliev rate day sayin
25,0,0,1,1,0,0,No,think peopl addict fs ye like websit think peopl addict someth
29,0,0,0,1,0,0,No,think peopl end warp not love child ye end warp end either way
18,0,0,0,1,0,0,No,think peopl realli understood one anoth accept ye
23,0,0,0,1,0,0,No,think peopl talk behind back im sure peopl find anyt talk everyon
25,0,0,0,1,0,0,No,think peopl curiou world go end morbid nahhh curiou
11,0,0,0,1,0,0,No,think psychic real idk sometim
15,0,0,0,2,0,0,No,think question never answer ye duh ha
10,0,0,0,1,0,0,No,think anim dream ye
27,0,0,0,3,0,0,No,think question thing healthi ye sure hope feel like work make think
18,0,0,0,2,0,0,No,think societi becom emot detach emot detach ye societi cold
16,0,0,0,1,0,0,No,think rais next gener right not
17,0,0,0,1,0,0,No,think alway find reason go war ye
19,0,0,0,1,0,0,No,think find anoth life form life time ye
25,0,0,0,1,0,0,No,think could deploy right okay cam back regardless age sex no
16,0,0,0,1,0,0,No,think could defend need oh definantli
24,0,0,1,1,0,0,No,think could surviv prison war pow idk hard think
16,0,0,0,1,0,0,No,think habit annoy peopl im blunt hahhahaha
55,0,1,0,2,0,0,No,think fat nope actual scienc book weight chart say im obeist hieght crazi lost weight accord quot quot skin bone like littl fat hahaha
65,0,2,0,3,0,0,No,think chang past year good chang bad chang feel chang someth happen tri good chang definantli timothi get togeth realli straighten
9,0,0,0,1,0,0,No,think photogen sometim
12,0,0,1,1,0,0,No,think your seriou sarcast sarcast
18,0,0,0,1,0,0,No,toss turn hour night fall right sleep nope
9,0,0,0,1,0,0,No,trust easili easili
29,0,0,0,2,0,0,No,volunt anyth ye walk rais money cancer patient volunt adopt highway gotta care mother earth
30,0,0,0,6,0,0,No,wanna bestfriend last question spam back wanna late ye sure would spam not bf
13,0,1,0,1,0,0,No,want someon nope
10,0,0,0,1,0,0,No,want get marri someday
12,0,0,0,1,0,0,No,want see real mom nope
13,0,0,0,1,0,0,No,want start anyon no
18,0,0,0,1,0,0,No,want switch place male nahh like femal
14,0,0,0,1,0,0,No,watch bug crawl floor show face
10,0,0,1,1,0,0,No,watch famili guy regularli no
23,0,0,0,1,0,0,No,watch gilmor girl nope second last gilmor girl die ya knwo
16,0,0,0,1,0,0,No,wear watch nope time not essenc
15,0,1,0,1,0,0,No,wear flipuflop even cold outsid sometim
13,0,0,0,1,0,0,No,wear hoodi often winter
21,0,0,0,1,0,0,No,wear mental chain no im told no filter mental mouth haha
26,0,0,0,1,0,0,No,wish someon right yeah im alon current wait timothi get home miss
13,0,0,0,1,0,0,No,wish fit im pretti fit
12,0,0,0,1,0,0,No,ever watch desper housew nope
23,0,1,0,3,0,0,No,one say look like celeiti think right nope
11,0,0,0,1,0,0,No,anyon call babe babi timothi
21,0,0,0,1,0,0,No,anyon sang song public describ nope sure
25,0,0,0,2,0,0,No,yell bother yell back yell back sometim dont like yell
12,0,0,0,1,0,0,No,annoy peopl jock shit yeah
30,0,0,0,1,0,0,No,annoy peopl kiss public nahhhhh like get room suckin face place touchi public kiss hah
21,0,1,0,1,0,0,No,annoy someon say call never someon
14,0,0,0,1,0,0,No,bother travesti immit favorit singer huh
20,0,0,0,1,0,0,No,bother peopl ask question answer bio nahhh
13,0,0,0,1,0,0,No,bother peopl curs nahhh
28,0,0,0,1,0,0,No,bother peopl tri make jealou ye petti highschool crap that annoy not need haha
33,0,2,0,1,0,0,No,bother someon say call sometim im look forward gettin call particular person
8,0,0,0,1,0,0,No,smoke bother ye
16,0,0,0,1,0,0,No,flash camera blind not bad usual
15,0,0,0,1,0,0,No,closest starbuck driveuthru idk dont starbuck
15,0,0,0,1,0,0,No,school dri eras board chalk board dri eras
17,0,0,0,2,0,0,No,doihknowyuh andyuhrlik spammingmyf nope yeah think that call
18,0,1,0,1,0,0,No,hate greasi chip ye dont eat haha
32,0,1,0,2,0,0,No,hate peopl lie come nahh dont think ive ever someon lie come ha
30,0,2,1,6,0,0,No,hate find decent work pen especi need write someth import ye
20,0,0,1,3,0,0,No,done spam leav thing hint hint wink wink say no lmao kkkk
20,0,0,0,4,0,0,No,dont hate fucken yell not text back lol ye
7,0,0,0,1,0,0,No,earphon headphon headphon
5,0,0,0,0,0,0,No,ello hayyy
19,0,0,0,0,0,0,No,emahsnouoy mean shame spell backward alway hear debat haha xd nice
6,0,0,0,0,0,0,No,enlighten okayyy
8,0,0,0,1,0,0,No,ever high drunk
10,0,0,0,1,0,0,No,ever derbi sure
32,0,0,0,1,0,0,No,ever come close death coupl time car accid sent across three lane traffic heavi rain spin not one car hit crazi
12,0,1,0,2,0,0,No,ever done someth embares nope
11,0,0,0,1,0,0,No,ever drop cell phone ever
13,0,0,0,1,0,0,No,ever fell guy nope
15,0,0,0,1,0,0,No,ever felt no one relat ye time
10,0,0,0,1,0,0,No,ever gave realli long apolog yea
15,0,0,0,2,0,0,No,ever look guy check packag ye
17,0,0,0,2,0,0,No,ever tought go moon anouth planet ye time
11,0,0,0,1,0,0,No,ever tri ouija board yup one
15,0,0,0,1,0,0,No,ever tri danc rain ye slow danc boyfriend
31,0,0,0,2,0,0,No,ever tri skinni dip ye sister haha went night swim pool backyard could answer question
9,0,0,0,1,0,0,No,ever spell bee nope
22,0,1,0,1,0,0,No,ever wonder like piec chees no bet cheesey
26,0,1,0,1,1,0,No,everyon ask best friend bizzl question follow sureee
26,0,0,1,2,0,0,No,ew shat public xd ask didnt like gotta gotta yo haha
62,0,1,0,4,0,0,No,fav fantisey sexual want rich famou live desert island anyth live desert island friend famili away world money selfish mean peopl traffic cliqu bad influenc annoy law limit live land like indian haha
9,0,0,0,1,0,0,No,fav outdoor activ right rollerblad
6,0,0,0,1,0,0,No,favorit anim dog
10,0,0,0,1,0,0,No,favorit board game realli like aggrav
7,0,0,0,1,0,0,No,favorit board game twister
7,0,0,0,1,0,0,No,favorit boyu name ember
23,0,0,0,1,0,0,No,favorit cloth dont and look like look buy
10,0,0,0,1,0,0,No,favorit christma movi beauti life
7,0,0,0,1,0,0,No,favorit color purpl alway
13,0,0,1,1,0,0,No,favorit color purpl not lavendar eukkkk deep dark sensat violet
12,0,0,0,1,0,0,No,favorit daytim talk show host dont watch talk show
10,0,0,0,0,0,0,No,favorit dish chicken veggi penn amazingg
9,0,0,0,1,0,0,No,favorit femal comedian dont one
14,0,1,0,3,0,0,No,favorit food freez cold ice cream haha
22,0,1,0,1,0,0,No,favorit food sizzl hot hmm popcicl dont eat much realli hot outsid
7,0,0,0,3,0,0,No,favorit food anyth ethnic
7,0,0,0,1,0,0,No,favorit girlu name makenzi
16,0,0,0,1,0,0,No,favorit lyric umm guess butterfli kiss song alway make happi
8,0,0,0,1,0,0,No,favorit male comedian dane cook
13,0,0,0,1,0,0,No,favorit movi base celeiti life anyth jennif lopez haha
13,0,0,0,1,0,0,No,favorit radio station current like frequenc
14,0,0,0,1,0,0,No,favorit sesam street charact elmo caus laugh much
31,0,0,2,1,0,0,No,favorit snl saturday night live cast member ever ask sister she obsess snl sweetiepi no idea dont watch
11,0,0,0,0,0,0,No,favorit song outta know alani morrissett
14,0,0,0,1,0,0,No,favorit song wanna lover spice girl
10,0,0,0,4,0,0,No,favorit video game nazi zombi xbox
6,0,0,0,1,0,0,No,favourit game jumprop
13,0,0,0,1,0,0,No,favourit movi time sweet novemb mr deed haha
11,0,0,0,1,0,0,No,favourit websit net formspr far
8,0,0,0,1,0,0,No,flip flop sneaker sneaker
5,0,0,0,0,0,0,No,follow follow
8,0,0,0,1,0,0,No,follow follow also alllrighhhtyy
26,0,0,0,1,0,0,No,million dollar pound euro depend currencey use would run around nake church nope
51,2,1,0,1,1,0,No,peopl read blog chang para tod que leuei el blog lo cambiado de aspecto nome link la historia son la misma xd think ubfquu os parec kkkkayi
46,0,0,0,1,0,0,No,give crap nnot dead aliv recent found pregnant not get anymor pleas add myspac link page okay hope everyth goe okay
19,0,0,0,1,0,0,No,quot famili everyth quot famili everyth
20,0,0,1,7,0,0,No,formspr aleak pleas formspr say oop cant find sorri would url correct
16,0,0,0,0,0,0,No,funni background statement hahaha thank ton laugh read
48,0,2,0,1,0,0,No,funni said mani friend think make good friend thank think would dont im not wrap around hs drama anymor therefor im not oh well
41,0,0,0,5,0,0,No,girl evr queef sex guy girl queef os chick amp amp lhfao ye embarrass natur guy like
28,0,0,0,2,0,0,No,girl like look bath suit guy like chick one pieec two piec ye
27,0,0,0,2,0,0,No,girl ever accid rag boy ever peed outsid toilet yuck nope ive lucki
19,0,0,0,6,0,0,No,go find buri treasur cours mark spot arrrg im soo readi
8,0,0,0,1,0,0,No,good morn sunshin good morn
17,0,0,0,2,0,0,No,good night everi one spam kiss kkkkkk
43,0,0,0,2,0,0,No,guy think girl pucker lip photo girl think like see lipgloss poppin hhaha idk honest im one girl
26,0,0,0,2,0,0,No,ha yeah cleveland rock first kiss th grade friday night footbal game first guy ever like haha
34,0,1,0,1,0,0,No,haha judg everyon judg mayb not concious human unconci judg even second no worri say dont judg either haha
33,0,0,0,1,0,0,No,hahaha um outsid window lucki guess either one haha look window reaction guess woulda soo creeepi
21,0,0,0,1,0,0,No,harri potter lord ring harri potter caus ive never seen lord ring
34,0,0,0,2,0,0,No,anyon ever ask shi no recent question start convers ppl met lol weird ask whyy
34,0,0,0,1,0,0,No,anyon ever call lazi yeah boo caus ive lay around like hermet crab sick dog last coupl week
27,0,0,0,3,0,0,No,anyon ever said someth ought tear eye rememb said said ye no sorri
16,0,0,0,1,0,0,No,anyon ever taken pictur asleep ye
20,0,0,0,1,0,0,No,anyon pull prank asleep nope not im awar
17,0,0,0,1,0,0,No,anyon told secret week no secret week
14,0,0,0,1,0,0,No,anyon told secret week nope im secretless
18,0,0,0,1,0,0,No,ever hard say quot love quot no
26,0,0,0,1,0,0,No,ever drawn drunk person no think pretti lame would annoy happen
8,0,0,0,1,0,0,No,favourit quot tonsss
47,0,0,0,6,0,0,No,girl use men restroom guy use women restroom saw guy today go girl restroom cuz men clean lol like wtf lol ye lol
22,0,0,0,1,0,0,No,ask enough question want enough im still tri catch
17,0,0,0,1,0,0,No,ever seen fall star ye actual final timothi
21,0,0,0,1,0,0,No,evr listen song repeatedli remind ur crush noo
16,0,0,0,1,0,0,No,caught swear teacher nope swear
23,0,0,0,2,0,0,No,seriou fight not fist fight seriou fight ye ha
10,0,0,0,1,0,0,No,wreck twice
13,0,0,0,1,0,0,No,counrti canada
29,0,0,0,1,0,0,No,ocean park know ocean park count went seaworld twice
14,0,0,0,1,0,0,No,bought new cloth item week nooo unfortun
14,0,0,0,2,0,0,No,done someth bad today not know
15,0,0,0,1,0,0,No,ever ask someon date ye
13,0,0,0,1,0,0,No,ever ask someon date ye
55,0,0,0,2,0,0,No,ever extra movi commerci ever done time model print work no havent would love zombi movi someday ye model littl bit havent late much though
9,0,0,0,1,0,0,No,ever arrest ye
20,0,0,0,1,0,0,No,ever asham use cellphon public outdat nope
10,0,0,0,1,0,0,No,ever beaten nope
15,0,0,0,1,0,0,No,ever bitten dog nope love doggi
26,0,0,0,2,0,0,No,ever bitten spider ye happen ye got swollen red blahhh lol
9,0,0,0,1,0,0,No,ever drunk yesh
13,0,0,0,1,0,0,No,ever french kiss dog no
17,0,0,0,1,0,0,No,ever ice skate ye love skate time
12,0,0,0,1,0,0,No,ever ice skate ye love
25,0,0,0,1,0,0,No,ever guestlist event ye actual feel pretti awesom special walk hahha
31,0,0,0,1,0,0,No,ever rude someon without even realiz ye hate much usual tri make say someth funni
15,0,0,0,1,0,0,No,ever drunk dont rememb happen nahh
13,0,0,1,1,0,0,No,ever hollywood ca nope not yet
13,0,0,0,1,0,0,No,ever jamaica no wanna
18,0,0,0,2,0,0,No,ever six flag no wanna go year
13,0,0,0,1,0,0,No,ever south america africa no
35,0,0,0,5,0,0,No,ever cyber cafe use internet much charg per hour long time ago amp amp dollar hour nope
12,0,0,0,2,0,0,No,ever turnt what turnt
17,0,0,0,1,0,0,No,ever bid someth ebay ye camera
18,0,0,0,1,0,0,No,ever blame someon els pass ga nope love claim
10,0,0,0,2,0,0,No,ever bowl strike ye
28,0,0,0,2,0,0,No,ever cheat game game think mayb head seven haha use watch peopl shoe
14,0,0,0,1,0,0,No,ever cheat relationship nope never would never
13,0,0,0,1,0,0,No,ever collect sticker fruit nope
44,0,2,0,1,0,0,No,ever come home long day fallen asleep heard nois make wake realli fast move happen quit time nope
14,0,0,0,1,0,0,No,ever cri mad alway seem like
33,0,0,0,1,0,0,No,ever cri mad ye alway cri get mad dumb sometim lol peopl think sad im sooo not
13,0,0,0,1,0,0,No,ever cri public not im awar
13,0,0,0,1,0,0,No,ever cri infront alot peopl ye
11,0,0,0,1,0,0,No,ever cri sleep ye
16,0,0,0,1,0,0,No,ever date someon race dont think
62,0,0,0,3,0,0,No,ever done anyth illeg hmm illeg huh ye ive gotten dui year learn not good idea drink drive smoke green shroomi favorit though not drug anymor dont judg meee haha
21,0,0,0,2,0,0,No,ever done one quot win free stuff quot thing yeah car
15,0,0,0,1,0,0,No,ever dream someth came true ye deja vu
21,0,0,0,1,0,0,No,ever dreamt someth ye weird sometim dream weird haha
13,0,0,0,1,0,0,No,ever dy hair unnatur color nope
18,0,0,0,1,0,0,No,ever eaten entir pint ice cream sherbert ye
12,0,0,0,1,0,0,No,ever eaten food court yep
15,0,0,0,1,0,0,No,ever eaten chocol bed dont chocol much
12,0,0,0,1,0,0,No,ever enter contest ye
29,0,0,0,1,0,0,No,ever experienc feel urg fart insid elev tell happen not recollect hahahaha funni
41,0,0,0,3,0,0,No,ever fallen backward chair not recollect funni ask bust neighbor chair sister grad parti past sunday hilari
20,0,0,0,1,0,0,No,ever fell love someon knew no good ye
14,0,0,0,2,0,0,No,ever found four leaf clover nope anyon
24,0,0,0,1,0,0,No,ever found realli great place kept kind secret enjoy yeah
25,0,1,0,1,0,0,No,ever found someth cloth know yeah money love find
12,0,0,0,1,0,0,No,ever gotten fire job nope
13,0,0,0,1,0,0,No,ever gotten troubl cop ye
20,0,0,0,3,0,0,No,ever gotten fight fist fight no im lover not fighter ha
9,0,0,0,1,0,0,No,ever gotten stitch nope
13,0,0,0,1,0,0,No,ever quot cub quot sandwich no
14,0,0,0,1,0,0,No,ever quot summer love quot not realli
11,0,0,0,1,0,0,No,ever cake fight nope
23,0,0,0,1,0,0,No,ever dream good bad actual came true nope deja vu sometim haha
17,0,0,0,1,0,0,No,ever poem song written ye lot
10,0,0,0,1,0,0,No,ever stalker ye
11,0,0,0,1,0,0,No,ever chicken pox ye
17,0,0,0,1,0,0,No,ever detent ye not come back class haha
10,0,0,0,1,0,0,No,ever head lice nope
12,0,0,0,1,0,0,No,ever hit one parent no
12,0,0,0,1,0,0,No,ever kiss someon beach ye
15,0,0,0,1,0,0,No,ever lock car mani time haha
39,0,0,0,1,0,0,No,ever lost someth realli import spent hour look ye never find im look day later find obviou spot ever
16,0,0,0,2,0,0,No,ever made someon sex nope
18,0,0,0,1,0,0,No,ever made someon mad oke someth ye sister hahaha
12,0,0,0,1,0,0,No,ever peed wood multipl time
16,0,0,0,1,0,0,No,ever play game requir remov cloth nope
9,0,0,0,1,0,0,No,ever play basebal ye
13,0,0,0,1,0,0,No,ever play bloodi mari ye dumb hahah
12,0,0,0,2,0,0,No,ever play candi man what candyman hahha
19,0,0,0,1,0,0,No,ever prank parent nope prank si good
17,0,0,0,1,0,0,No,ever pretend crush realli werent nope
35,0,0,0,2,0,0,No,ever ran anim reaction ye raccoon freak come onto expressway thing ive ever hit plan hit haha
14,0,0,0,1,0,0,No,ever ran scissor hand ye hahah
12,0,0,0,1,0,0,No,ever randomli bust danc randomli ye
21,0,0,0,1,0,0,No,ever return item store refund use not realli
11,0,0,0,1,0,0,No,ever ridden taxi no
22,0,0,0,2,0,0,No,ever seen cloud shape like thing lol ye dont rememb
16,0,0,0,1,0,0,No,ever seen ghost nope mind though
20,0,0,0,3,0,0,No,ever seen snow leopard red panda nope would love though
24,0,0,0,1,0,0,No,ever seen enjoy watch yeah first came not anymor
40,0,0,1,3,0,0,No,ever seen someon knew herp reaction ye know two peopl reaction dang suck guess taht get sleep aroundhuh
42,0,0,0,2,0,0,No,ever seen gooni ye charact relat ye hmmm littl asian dude gadget think fix everyth smart thought haha
24,0,0,0,1,0,0,No,ever slept object hand amp woken amp still happen ye
15,0,1,0,1,0,0,No,ever snoop somebodi els medicin cabinet nahh
21,0,0,0,1,0,0,No,ever spent entir day bed without sick not think
20,0,0,0,1,0,0,No,ever spent hour think noth crush highschool mayb haha
14,0,0,0,1,0,0,No,ever stolen street sign not style
30,0,0,0,1,0,0,No,ever swallow object accid dont think bug time lol im ride bike that
18,0,0,0,1,0,0,No,ever taken danc lesson nope gymnast till th grade though
32,0,0,0,3,0,0,No,ever text drove talk phone drive eat drive ye ye ye ive done
34,0,0,0,1,0,0,No,ever thought life actual start ye not sure realli mayb earth planet tini spec dirt giant pocket somewher
41,0,0,0,1,0,0,No,ever thought get someth place hous room bathroom etc got suddenli forget get ye time haha
44,0,0,0,1,0,0,No,ever thought angel disguis someon weird say boyfriend say time im angel disguis haha idk thou sometim angel perfect im far
19,0,0,0,2,0,0,No,ever tri kill hold eath no possibl ha
21,0,0,0,1,0,0,No,ever use swear word wrong way made sound complet stupid not realli
9,0,0,0,1,0,0,No,ever use drug yep
42,0,0,0,1,0,0,No,ever walk away someon meant alot ye good meant lot time time stupid girl
36,0,1,1,1,0,0,No,ever wast time anybodi ye well no guess everyth experi wouldnt learn time spent someon no lol
18,0,0,0,2,0,0,No,ever watch someon drive drunk yeah funniest home video funni stuff huh
11,0,0,0,1,0,0,No,ever watch someon get arrest ye
22,0,0,0,1,0,0,No,ever wonder mani peopl lie ye actual bet lot that sad
11,0,0,0,1,0,0,No,ever wrote love song ye
15,0,0,0,1,0,0,No,ever yell telemarket nahhh hang
13,0,0,0,1,0,0,No,everi use turn dial phone ye actual
22,0,0,0,6,0,0,No,gone natur trip experi natur trip like hike
20,0,0,0,2,0,0,No,gotten drunk eak not crazi thing done nahhh
19,0,1,0,1,0,0,No,std honest im sure half no
12,0,0,0,1,0,0,No,wisdom teeth taken ye
12,0,0,0,1,0,0,No,heard new song today not today
15,0,0,0,1,0,0,No,kiss ten peopl year definantli not one
16,0,0,0,1,0,0,No,lock hous not yet car
20,0,0,0,2,0,0,No,read watch quot walk rememb quot no ye wanna read though
25,0,0,0,1,0,0,No,save life ye work hospit feel contribut save lot live
32,0,1,0,3,0,0,No,seen trailer lindsay lohan new movi quot machet quot think nope check
8,0,0,0,1,0,0,No,seen titan yeshhh
40,0,0,0,2,0,0,No,told anybodi love today meant ye timothi dad talk haha wow realiz mani peopl ive said love
39,0,0,0,1,0,0,No,told partner past relationship doesnt realli ask think doesnt want talk past know jist though
53,0,1,0,1,0,0,No,watch karat kid watch yesterday nice movi ye not newest one smith kid chines boy pickin other white kid hahaha great movi
55,0,1,2,2,0,0,No,watch joe apart go solv problem cockroach ye movi hilari btw would not live first hahaha would trick somehow tell better place landfil reserv
50,0,0,1,2,0,0,No,yu ever wonder peopl would like without yu ive thought realli feel like influenc lot peopl life kind know would sure hope like never exist
62,0,4,0,3,0,0,No,like curs like drug get addict lover wanna get holdin sing babe hahaha dont know think need research carri underwood song go lol
77,0,0,2,6,0,0,No,hello name jave seem realli cool want know want coffe sometim repli jave lolol kid msunderstoodxxx love jello strawberri ddd roxx hahahaha good one thank question serious still like question im eventu gettin thank haha
7,0,0,0,2,0,0,No,hello sup musta
37,0,0,0,0,0,0,No,hey ur read dnt know follow not think delet follow could follow thank sureee
40,0,2,0,0,0,0,No,hey thank question needa sleep funni keep updat time flood tomorrow haha yeah okay sound good sleep well
20,0,0,0,1,0,0,No,hey know smurfet femal smurf think she hoe nahhh
29,0,0,0,1,0,0,No,hey thought quot musta quot hahahaha say littl bird think one smart cooki
5,0,0,0,2,0,0,No,hey hola
6,0,0,0,0,0,0,No,hey hello
31,0,2,0,1,0,0,No,heyi offlin fer three day gone onlin like three week hhaha
27,0,0,0,1,0,0,No,heyyy download song moment would mind help write suggest page right okayi
17,0,0,0,2,0,0,No,hi thank spam hello dear verrrryyi welcom
10,0,0,0,1,0,0,No,high heel rubber shoe high heel
18,0,0,0,0,0,0,No,hobbi rollerblad paint doodl formspring eat plant flower smile take pictur read draw write alway
15,0,0,0,1,0,0,No,honestli think sometim guilti stereotyp ye
13,0,0,0,2,0,0,No,hot tea cold tea love tea
16,0,0,0,2,0,0,No,hotti idk make hotti haha
19,0,0,0,1,0,0,No,make big differ world truli kind one anoth
17,0,0,0,1,0,0,No,love enemi love thing possibl scari
23,0,1,0,1,0,0,No,come sheep shrink rain way world work day haha
13,0,0,0,1,0,0,No,ing new year famili
16,0,0,0,1,0,0,No,spend week time formspr hahahaha crazi
30,0,0,0,2,0,0,No,parent ever explain babi made give bee amp flower speech said whole truth didnt
25,0,0,0,1,0,0,No,rumor get start one self insecur person need voic other degrad one intimid
33,0,0,0,2,0,0,No,get quot keep grass quot sign grass like one explain hate restrict sidewalk
11,0,0,0,1,0,0,No,deal anger walk away
19,0,0,0,1,0,0,No,express anger unless im realli mad cri
39,0,0,0,3,0,0,No,feel hair right need haircut style im tri grow see long last ive good lateley
12,0,0,0,1,0,0,No,feel right good hungri actual
20,0,0,0,1,0,0,No,feel someon disagre everyth say make convers haha
26,0,1,0,1,0,0,No,feel hunch someon not pay attent say annoy lol
40,0,0,0,4,0,0,No,get cold sore realli herp idk dont get ye get kiss saliva juic transfer anoth person infect herp
10,0,0,0,1,0,0,No,get question randomli
