count_words,count_mentions,count_hashtags,count_capital_words,count_excl_quest_marks,count_urls,count_emojis,clean_text
13,0,0,7,5,0,0,who ur best friend id guy idk damit
28,0,0,0,0,0,0,im big fan betti ugler fuck bitch ugli shit head oh wow care
43,0,0,1,2,0,0,certain kind ppl purpos ignor certain person specif usual choos avoid depress glass half empti kind ppl ing parti way
39,0,0,12,1,0,0,priscilla aint hoe dnt suk dickk dass yo job becki no nott realli dnt even noe let alon shit bwt meh last tyme check stranger
28,0,0,0,1,0,0,bother peopl tri make jealou ye petti highschool crap that annoy not need haha
16,0,0,0,1,0,0,call gmac moo ye call
25,0,0,0,1,0,0,could live one day life day would umm short stack
15,0,0,0,0,0,0,hi babe sorri take shower dat cool talk later
20,1,0,4,1,0,0,suck fucker hahahahahahhahha yeah yeah like yeah oh oh oh simoa oh gosh lol
47,0,0,0,6,0,0,girl use men restroom guy use women restroom saw guy today go girl restroom cuz men clean lol like wtf lol ye lol
53,0,1,0,2,0,0,dearest babydol vv stop tri start shit amp amp grow fuck mean realli live ask peopl fake amp amp ruin peopl live grow ball grow amp amp stop start stuff awhhhh thankyou
21,0,0,0,9,0,0,ask mani time fuck anonym yo eh whatev not big deal
69,0,0,0,1,0,0,ahha yeah realli sexi wish apo find better look women lol amp apo mobil tell name song tryna show aww yeah he mighti fine song got back ft keri hilson mad sexxii song love
13,0,0,7,7,0,0,told formspr stuff wasnt well
36,0,0,1,2,0,0,root winter olymp ummm uk dont even know that much im sport im bad fan lol
24,0,0,0,0,0,0,mani guy fuck umm that know not world find
32,0,0,0,1,0,0,yo dumbsta babi shut imma rip yo weav tranni lmao jo love hahahahahahahahahahahhaahahah love best
13,0,0,0,0,0,0,im better tthan youu haha shut anthoni suck
10,0,0,0,1,0,0,sooo sex alot df no
14,0,0,1,30,0,0,know queen lol thank
30,0,0,0,3,0,0,bitch rap beta den yo ugli ass lol go suk dik nigka kum check outsid lake park see diz anywaysz
33,0,0,1,2,0,0,want last name dont think alreadi gave name dont need know anyth except wear way much makeup
6,0,0,0,1,0,0,mmm mmm
53,0,0,0,5,0,0,dumb bitch fuchkkk stupid friend pussi none handl alway need friend get everyth honestli waist time whtevrr care wht think juss come say face
48,0,0,6,2,0,0,star moon cloud sun hmmm depend intent go garden cloud sun im go romant drive top car star moon long still warm
24,0,0,0,2,0,0,could cover magazin would choos play boiiiii lol jk dunno hah
32,0,0,0,1,0,0,ever hurt urself hurt someon els explain ye emot make person happi ill neva let show till im alon guess
18,0,0,0,1,0,0,worst piec advic ever receiv leav wife
16,0,0,0,0,0,0,go run run till pass no shouldnt
41,0,0,5,9,0,0,type music dislik probabl amp usual men want sleep women vice versa head eg akon grrrrrr lol
27,0,0,0,1,0,0,often check formspr usual week everyday weekend im timmi not often
18,0,0,0,0,0,0,im guy haha fag haha wat talkin bout fag bitch
3,0,0,0,0,0,0,
16,0,1,0,0,0,0,hmmm know want oh okaythat good
10,0,0,0,1,0,0,veget resembl idgaf
12,0,0,0,1,0,0,think hot tell
27,0,0,0,1,0,0,wish live closer miss see nooooo well maaaayb mom actual definit mom other sister
25,0,0,8,1,0,0,betta sit ya ol ugli ass first aint ugli kan mssg meh ha damn self
25,0,0,0,1,0,0,like girl play ur ball eeehhh sometim turn deep throught
13,0,0,0,1,0,0,websit spend time twitter
84,0,0,5,1,0,0,jordan leigh babi girl no matter happen life alway forev best friend mean world fuck shadi bitch im alway gonna love much jordankinpoonann awww alway gonna bestfriend love much allykinpoonann without would dead help much like sister love fuck shadi trick
13,0,0,0,0,0,0,ok done love love babe
6,0,0,1,2,0,0,player wish
17,0,0,0,2,0,0,welcom old turn august bout
23,0,0,0,1,0,0,expect life success cliqsh true live happi long prosperu life
22,0,0,1,3,0,0,would say jaffa cake buscuit biscuit ummm yeah nice one though xd
38,0,0,0,0,0,0,sure true lol what number wanna get comput not done talk soo yea know text countri
11,0,0,0,1,0,0,en que ciudad de colombia vive tulua
12,0,0,0,1,0,0,go danc go drink like
8,0,0,0,0,0,0,ur face nasti yep
9,0,0,0,0,0,0,tall
36,0,0,0,1,0,0,omg right hahaa lucki quess look size mean big mine lmao lmao concit ass naah think got luckkyy
23,0,0,1,0,0,0,kayla sound like like short stack babe fyi short stack haha
7,0,0,0,2,0,0,believ yet huh
42,0,0,0,3,0,0,think christma stress noth like stress fun becom stress know lost sight true mean christma think peopl
24,0,0,0,1,0,0,morn night person bit depend day mood haha
21,0,0,0,1,0,0,five thing alway find phone car key hous key money jewelleri cloth
39,0,0,0,1,0,0,ever heard rug muncher wonder lol tell herd one thing might not sure ill post lol
8,0,0,0,2,0,0,sneaker sandal van sukka
11,0,0,0,1,0,0,stripe sweater may
15,0,0,0,0,0,0,lemm jackk babyy damn want realli haha
9,0,0,0,1,0,0,ever cheat no never
12,0,0,0,0,0,0,size shoe wear ladi
31,0,0,0,3,0,0,sit nem hill sit nem ick shawtyy lemm get lickkkk wana splittt wtf uhm no darlin
10,0,0,0,0,0,0,favorit dish chicken veggi penn amazingg
26,0,0,0,1,0,0,suckd dog chokin shit lmfao da hell diz wtf yew stopid neva dat
22,0,0,0,0,0,0,guy ever worn lingeri girl ever worn jockstrap ew no
11,0,0,0,0,0,0,pictur damn sexi hey thank
49,0,0,27,4,0,0,lmao dumb one tv show said whole tv channel lol anywho mr ching lmao ah sheesh caught see happen kush kick make forget shyt lol im good mama wbu
26,0,0,0,1,0,0,mad would rape depend
33,0,0,0,0,0,0,well yo udont know song aint aaradhna fan lmao watev know action lil im get lol
35,0,0,0,1,0,0,tht ur ugli love ahh haterr know uglier dog shit nahh juss kiddin not bitchh like youu
11,0,0,0,1,0,0,yew
36,0,0,0,3,0,0,cool nice aussi nice like what australian opinion new zealand lol im kiwi new zealand live australia aussi no doubt love kiwi
7,0,0,0,0,0,0,ur fake mhmmm
39,0,0,0,12,0,0,ms becki aint pretti ugli fuk da al day way cracka town fuk rong wit yo soft tryna start wit priscilla haha nahh name byee
32,0,0,0,4,0,0,like mani photo fb use ton friend fb yet hahaha
31,0,0,0,2,0,0,even know fuck leav shit wall serious get life cuz felt like one
39,0,0,0,2,0,0,musta said sick last week okay mabuti bed least no energi forev haha bad case head cold guess thank ask
17,0,0,0,1,0,0,ton soup like think lol im not soup girl
29,0,1,1,18,0,0,tabi fake anyway go suck fat one serious beat ass love tabi thankyouuuuuuuuuuuuuuuuu
93,0,0,0,0,0,0,would never get botox go knife life plu no longer natur sinc die hair apo consid chang appear determin beauti look nope wouldnt ive thought decid im fine way oh didnt know hair includ im sure consid get tat part quot chang appear quot die hair get tattoo thing would chang
41,0,0,0,2,0,0,man dick stink tell without hurt feel guy would like girl tell without get ass hurt tell wanna get shower
26,0,1,0,1,0,0,get day either hand peopl would use
40,0,4,0,2,0,0,feel like spam tonight quit sad finish tomorrow bed oki sad sweeti hope feel better
75,0,0,0,4,0,0,would forgiv somebodi cheat would hook easi forgiv harder forget ye would forgiv hook without relationship part mayb chanc get back relationship someon cheat would think would earn trust
45,0,0,0,5,0,0,apo walk street one apo wooki apo jump attack bahaha ahhh fight back even tho im short pack alot power punch lol
24,0,0,1,2,0,0,latest natur disast occur nearest appar tornado pa near state colleg hbu noth nada
27,0,0,2,2,0,0,find background pic yet still look wat want evo lol rx rx civic know skylin lol
14,0,0,0,1,0,0,would ever prank spous got marri ye
35,0,0,0,2,0,0,told spi well certainli would make sens question haha missi spi
23,0,1,2,0,0,0,today no longer profil pic read even bother ask oki
11,0,0,0,0,0,0,no yoru pik best thank
5,0,0,0,0,0,0,hellllo hello
39,0,0,0,3,0,0,feel hair right need haircut style im tri grow see long last ive good lateley
15,0,0,0,2,0,0,unprotect sex much delet ye
30,0,0,0,1,0,0,could choos live differ planet one would choos live pluto still like live alaska haha
22,0,0,0,1,0,0,long wait til keep ur word long make wait
26,0,0,0,1,0,0,whose betaa www formspr kaydollbitchh www formspr rubinathi dont find get page mmkayi thank
10,0,0,0,1,0,0,sun moon sun warmer
24,0,0,1,1,0,0,ok awesom lol go tell know aidaaaaaan bahaha
33,0,0,1,1,1,0,awww alreadi listen lol
6,0,0,0,0,0,0,oprah
18,0,0,7,0,0,0,kum den wit dat big dick yew gotta tell mi wea ta kum
40,0,0,15,2,0,0,shay seriou question inbox lmao funni wtf not doosh mayb member one tell seen yet
12,0,0,0,1,0,0,yo shorti bitch fake not fake
23,0,0,0,1,0,0,mani kid mani want kid want kid
37,0,0,0,1,0,0,import trait man opinion thought answerd alreadyr famili orient lolr lovingr caringr strong mindedr friend well lover
19,0,0,0,1,0,0,think taz far cold yeh caus sea
25,0,0,0,2,0,0,say quot africa quot automat pictur ight prosper veget starv women children veget
11,0,0,0,1,0,0,fuck even person
18,0,0,0,1,0,0,could rid world one thing would hate
18,0,1,0,1,0,0,number one thing want achiev life success
14,0,0,0,1,0,0,kind mood right sleeeeeeepi mood
23,0,0,0,2,0,0,reborn would want born allow haha
32,0,0,0,6,0,0,uhmm besti dnt evr get da ace ya teeth fcked lmao diz nd idnt mi teeth suk big slab lol
15,0,0,0,0,0,0,wanna take ride disco stick take
57,0,0,0,0,0,0,no im not thank throw uhh sound like retard say shit like caus dont know gonna happen could go one day one year matter caus ill alway feel
10,0,0,0,1,0,0,formspr acaciaa waheyi
24,0,0,0,1,0,0,ever moment laugh later realiz apo funni lol time
29,0,0,0,1,0,0,see relationship mayb wasnt taken knew attract yeah
11,0,0,0,0,0,0,yew have myspace ya ido
25,0,0,9,1,0,0,let everyon know no one hack anybodi glitch fs system pass oki
53,0,1,0,2,0,0,dearest babydol vv stop tri start shit amp amp grow fuck mean realli live ask peopl fake amp amp ruin peopl live grow ball grow amp amp stop start stuff awhhhh thankyou
18,0,1,0,0,0,0,no fun must dull life loser
26,0,2,0,2,0,0,say use imagin think imagin get butt go use
20,0,0,0,2,0,0,gotten drunk eak not crazi thing done nahhh
7,0,0,0,1,0,0,fanni dick willli
26,0,0,0,2,0,0,ha yeah cleveland rock first kiss th grade friday night footbal game first guy ever like haha
7,0,0,0,0,0,0,hehe nighti night victor
20,0,0,0,1,0,0,describ one word not littlemonst would music
11,0,0,0,1,0,0,say iloveyouuu say kiss
17,0,0,0,1,0,0,also think school mandatori parent class thought sure
11,0,0,1,3,0,0,im bitch citi lol cincinnati
10,0,0,0,2,0,0,gay hahahaha
28,0,0,0,1,0,0,apo opinion canadian cool chill seen realli spoken one candian yeh chill
18,0,0,0,3,0,0,plan take world alreadi rule world babi
77,0,0,2,1,0,0,im sorri im not one fake ladi lol comeon damn self im not fuck mental know js mean think need stfu get damn life instead beng fake girl btw nice comeback say mental put peopl mean duh comeback suck
15,1,0,0,3,0,0,ok dn nq vvrk dn mhm
16,0,0,0,1,0,0,cloud white cloud white want
10,0,1,0,1,0,0,much better yee playa
21,0,0,1,2,0,0,lol ur pedophil ur old step dad ok talk
12,0,0,0,1,0,0,feel right good hungri actual
10,0,0,0,1,0,0,love hoee daniela leni
73,0,1,4,2,0,0,good friend recent got control bf gf bf gf want spend time forbid see talk friend agre not talk react walk away fuck em friendship unimport kiss ass
11,0,0,1,2,0,0,chocol vanilla chocol vanilla ice cream
9,0,0,2,0,0,0,your ugli stop talk
7,0,0,0,1,0,0,cat dog dog
60,0,0,0,1,0,0,someon ask explain believ happen die would explain cathol believ life death go pergatori await judgment pass either go heaven hell
40,0,1,1,2,0,0,ever seen america got talent uk britain got talent watch today act amaz other not much lmao nope never
21,0,0,0,1,0,0,age feel appropri first introduc quot sex ed quot
41,0,0,0,0,0,0,mmmmm tht sound gd consent age sex state ianna not llegal uk llegal
19,0,0,0,0,0,0,decid sinc almost unbirthday im gunna send present yay
16,0,0,6,0,0,0,wunt yo cum lipsz ohkay tell mi nd
23,0,0,0,1,0,0,play gabe wow not even answer legit respons mind busi thank
59,0,0,1,3,0,0,ever met seen famou person real life experi like ye would know home he home away name angelo sexxii soo sexxi fli tall omg lol ok great share olli dd
28,0,0,1,2,0,0,last one wake morn leav thing war histori realli interest ww interest
14,0,0,0,1,0,0,hair long enough put ponytail ye
6,0,0,1,0,0,0,whore tyler
22,0,0,0,1,0,0,type music like hip hop amp anyth
15,0,0,0,2,0,0,ever stag shop buy lol no
9,0,0,0,1,0,0,snow white ariel ariel definantli
17,0,0,0,1,0,0,viat toy big pink fluffi haha
11,0,0,0,0,0,0,are youu gaayi ummm think not
47,0,0,0,2,0,0,last time fight holi fuck rape inbox lol ummm sister like everyday lol anyon els arent famili ummm sinc ive fought bodi lol
9,0,0,0,0,0,0,ili love youu
22,0,0,0,4,0,0,watch spain vs germani spain win wanna win care
29,0,0,1,2,0,0,would like usa readi move wait year brighton im
18,0,0,0,0,1,0,send bomb
16,0,0,0,4,0,0,yuuuuuuuuuu like natasha dont whyyyyyyyyi um dooo
10,0,0,0,1,0,0,give bliss dove chocol haha
10,0,0,0,1,0,0,star trek star war star war
48,0,0,2,0,0,0,ahaha mom dead thank ugli ass bitch no bodi know no life talk shit formspr pretti girl jelous alright bitch pretti pshh make laugh
15,0,0,0,0,0,0,wuv woozer face dr hahah wuv yew two
10,0,0,0,1,0,0,question peopl
118,0,0,0,2,0,0,say drive road middl night there kid side road scream help stop that realli hard question ive gotten email say highjack use babi car seat side road get women stop see there child kill take car would kind think thing would prolli pull timothi definantli alon pass turn around contempl alway tell not stop caus use time
48,0,0,0,3,1,0,hint not lili thought hint not lili bit ment lili wrong chick whore lol joke love
19,0,0,1,1,0,0,ashleybbi fantast nottt pretti fantast love
75,0,2,2,0,0,0,wanna show one poem wrote day met day knew gonna like till end still idc never wanna date ever blame think girl friend got togeth day dump somth stupid
13,0,0,0,1,0,0,believ karma dont
15,0,0,0,1,0,0,cup cup big cup stfu
19,0,0,0,2,0,0,haha im klutz actual accid prone dream
14,0,0,0,1,0,0,could date someon opposit opinion ye
13,0,0,7,7,0,0,told formspr stuff wasnt well
27,0,0,0,1,0,0,think beat race well sir today big one question
22,0,0,0,0,0,0,old one woman lol lmao no girl old women lmao
35,0,0,0,2,0,0,think men like date yr old dont know that child rape aint dont condon that ask
42,0,1,0,3,0,0,opinion bodi modif realli express one individu bodi whatev want ye think let express individu
10,0,0,4,0,0,0,nigggah isz yuh circums kum luk bxtch
32,0,0,1,3,0,0,que haria si tu familia lee tu tweet mi familia toda ps le diria que es mi vida como no escuchan busco otra forma de expresarm
21,0,0,1,2,0,0,lol ur pedophil ur old step dad ok talk
53,0,0,1,12,0,0,saw someon public toilet paper stuck shoe would tell yeah understand peopl tell other kind stuff drive crazi everyon would want someon tell happen
33,0,0,0,1,0,0,mini spaz attack ever happen freak answer nice one yeah freak sweeti
34,0,0,12,0,0,0,read comment sexiest guy aliv tyres tyre feel ok would say tyre egg talk singer actor
23,0,2,0,2,0,0,fuuniest thing ever seen ummm dunno would hvae think one
9,0,0,1,1,0,0,vergin hhaahahha ye
17,0,0,2,1,0,0,mr getonyourne person scari hi ashley hai tim
8,0,0,0,1,0,0,ahh virqin yess
20,0,0,0,0,0,0,go sit ya flat self wherea stop tryna like ya hard shit ananom
24,0,0,0,2,0,0,wtf stalker anym talk thank nice leg compliment lol ahah know rite
25,0,0,0,1,0,0,like girl play ur ball eeehhh sometim turn deep throught
8,0,0,0,0,0,0,like yur bg thank
16,0,0,0,1,0,0,mani time fuck elventi four jeez fuck offf
18,0,0,0,1,0,0,big flirt not flirt lmao shut
27,0,0,0,1,0,0,minut movi box includ preview credit special featur movi probabl movi
66,0,0,0,3,0,0,effect caffein bodi much consum feel physic effect shake excit feel tap lot etc think would happen suddenli stop intak caffein get headach stop drink much get shake littl
30,3,0,0,8,0,0,hrnyy qq yw dh idnt think ya readi
27,0,1,0,1,0,0,favorit song paramor care theonlyexcept turnitoff gaga badrom pokerfac speechless bieber thatshouldbem overboard sorri choos
37,0,0,0,0,0,0,didnt hear guess busi wit zoo though no worri logd trebla told go didnt respond logd
32,0,0,0,1,0,0,yo dumbsta babi shut imma rip yo weav tranni lmao jo love hahahahahahahahahahahhaahahah love best
43,0,0,1,0,0,0,pleas stop harass formspr harass peopl formspr stop harass keep leav anonym page keep neg thought fs pleas thank much
20,0,0,0,2,0,0,listen right errrrrm im go obviou say elli lol
23,0,0,1,2,0,0,quot show face anonym quot wtf make no sens fake ugli bitch never said
19,0,0,0,1,0,0,child predat forc wear sign identifi no get counsil
18,0,0,0,1,0,0,ideal vacat florida alway wanna see grand canyon
34,0,0,1,0,0,0,faggot go edc god damn almost much bitch thad no near zach least love
5,1,0,0,0,0,0,
106,0,0,3,3,0,0,like girl well obvious im gay comment thing guy girl love feminin not pari nicol way god no girl quot bum look big quot quot colour dress quot rather cute lol also girl pretti hot say sensit thing girl get guy think understand partner relationship pretti damn import
21,0,0,0,0,0,0,prolli not think want know thought well
7,0,0,0,2,0,0,wuuuhhss crackkinn wasuup wasuup
55,0,1,0,1,0,0,gone coupl day move tomorrow internet go hook weekend shall return day want taken list pleas send messag inbox good weekend okayyyyyi
16,0,0,0,0,0,0,dont talk rubinathi stupid huh smell hater lol
13,0,0,0,0,0,0,gahaha xd whip ass lmfaoo lmfao
17,0,0,0,1,0,0,would rather zombi mummi wat ever better look lol
12,0,1,0,2,0,0,birthday august th
17,0,0,0,0,0,0,listen slut get pathet knee give blowjob aw cutee
32,0,0,3,1,0,0,say lmfaoo well fake everyon know no need go sayoonarra say im not fake
16,0,0,3,4,0,0,ask question guess im test louis
33,0,0,0,0,0,0,grape flavor smell way actual grape apo tast smell anyth like cuz that god want
33,0,0,7,1,0,0,hate idk answer hate hate stopppppp lmao idk haha hey iv neva said dont know ur question stop yell
15,0,0,0,2,0,0,fake hahah no dont even look like fake
8,0,0,0,1,0,0,doubl joint nope
7,0,0,0,1,0,0,yay ur divorc stfu
16,0,0,0,1,0,0,would rather tortur geniu happi simpleton happi simpelton
12,0,0,0,5,0,0,perfect hahaha im farthest
16,0,0,0,1,0,0,quot hot chix quot talk
38,0,2,0,1,0,0,first exhibit stop zoo aquarium ask go san antonio zoo aquarium saturday polar bear lion
31,0,0,0,2,0,0,pink wow pink ull ju owe big time lmao get pull shot nah ahh share
8,0,0,0,3,0,0,heey cutie hi ugli lol
46,0,0,1,6,0,0,oh apo thought polit oo apo stand lol apo understand ish wow lost thought lol yeh nah dont follow save tree save whale
9,0,0,0,0,0,0,suck ahaha readyy
9,0,0,0,0,0,0,gooooooooooooooooooooood gonna cut
23,0,0,0,0,0,0,name guy hook sean oscar rememb guy tico toni
68,0,0,0,3,0,0,feel like ive ask question ask question similar one ive ask probabl mean hard come hundr question differ right well even rememb past one far good kept quiet mani lol
9,0,0,1,1,0,0,watch nba not much
59,0,0,0,6,0,0,sick gay flu summin awww glad apo onlin long im till parent get home sike cant stay hous long lol bout right phone pissn
19,0,0,0,2,0,0,gonna call someon fake least speel right geez ili tabiaah hahaha yeahhh
19,0,0,3,1,0,0,awww sweetest thing rock awwh thank shawti
10,0,0,0,1,0,0,member ummm no anonym haha
57,0,0,0,0,0,0,no im not thank throw uhh sound like retard say shit like caus dont know gonna happen could go one day one year matter caus ill alway feel
37,0,0,0,3,0,0,sinc want spam ill spam qs ok dont want ill unfollow hit quick hahha fine like question
48,0,0,2,0,0,0,ahaha mom dead thank ugli ass bitch no bodi know no life talk shit formspr pretti girl jelous alright bitch pretti pshh make laugh
11,0,0,0,1,0,0,hahah stfu heheh thing
13,0,0,0,1,0,0,ur gunna get jump stupid bitch fuck
87,0,0,0,1,0,0,happen recent dream ummmmmm think kat meg one one pester meg autograph kat burst cri kat tri explain meg pull away said quot boyfriend quot lol went premier someth left stood lonesom shop mall lost car car park random
40,0,0,0,2,0,0,anyon know buis pope appar beg forgiv lol ask forgiv sexual abus priest done young peopl
37,0,0,1,2,0,0,stfu dumm bitch hopp shitt amp bryann are perfectooo eachoth lmfao love yuu sexi mama lmao ili benn long tyme look pretti prom
17,0,0,0,1,0,0,haha keep say shit ill kill well go jail
17,0,0,0,1,0,0,wont date andon cadran alreadi person busi
14,0,0,0,1,0,0,would ever wait tabl restaur
10,0,0,0,0,0,0,ahhh love make everyth better inde
17,0,0,1,1,0,0,last time maturb today shower think
25,0,0,1,1,0,0,know gabe use abl ask alot question lol lmao know he retir lol
22,0,0,0,3,0,0,monday realli go go tonight sleep alday tomorrow get readi work monday
17,0,0,1,1,0,0,hurri finish continu wank lol ilovey
12,0,0,0,1,0,0,toni far great
28,0,0,0,0,0,0,made cutest face shake woodi toy stori like side side haha that cute see next
21,0,0,0,0,0,0,aujala bigest piec shit evaaa she not pussi anonomouss nice tri tho
43,0,0,16,3,0,0,well sinc dont wanna answer phone ill drop car thursday sweet hello doosh want car back today tomorrow im work tomorrow need tonight plzz im not catchn bu
25,0,0,1,4,0,0,fart beacaus blew away hahaha spot chees answer not like random lol
9,0,0,0,1,0,0,blow screwyou
17,0,0,0,1,0,0,ever seen mike hawk id realli like chang babi hahahahahahahahahahahha
10,0,0,0,1,0,0,sex good think
10,0,0,0,1,0,0,lol mean laugh loud
21,0,0,0,1,0,0,get annoy someon cut front wait line ye
16,0,0,0,0,0,0,dont know seem like bitch not
26,0,0,0,1,0,0,made laugh today noth mom stroke last night hospit worri
25,0,0,0,1,0,0,bulim jesu freak no im realli upset confus make feeel like stfu
37,0,0,0,0,0,0,admit ur lesbian drug addict flirt guy apo okay go find someth better life hopp stfu cuz dont know mkayi
20,0,1,0,0,0,0,sorri show pic yet lol haha relax
6,0,0,1,0,0,0,
23,0,1,2,0,0,0,today no longer profil pic read even bother ask oki
31,0,1,0,1,0,0,im gonna test smart what know answer dont use calcul use head
33,0,0,1,4,0,0,would like see pari anyth long could sit pavement everyday would still
5,0,0,0,0,0,0,herrow wazuppppp
11,0,0,1,1,0,0,ask meeee no entendi la pregunta hahaha
19,0,0,0,1,0,0,could go planet would id like visit mar
11,0,0,0,3,0,0,answer question biatchh alrightt alrightt hahaaa
67,0,0,0,0,0,0,apo rethink apo not sleepi last question lolr good night err guess good day though not sure mani hour ahead night morn afternoon ya lol pm good luck one easi ye get back nite nite
14,0,0,0,2,0,0,shit mean exactli haha uhh stuff duhh
29,0,0,1,6,0,0,smoke oh god no stand smoke smell tast no no
16,0,0,0,1,0,0,haha ye ya know talk facebook okey dokey
33,0,0,0,2,0,0,think care think apo highli estim opinion bitch haha cuti nahttt
47,0,0,0,1,0,0,dont condom fit pant oizza alway pepperoni alway spit rub ball sweaet short sky blue mi madr vien al trabajo hoy
41,0,0,0,3,0,0,uhhh man apo go rambo friggin formspr bithc grrrrr tell bout omg fs might go someth use like watch jersey shore lol
17,0,0,0,2,0,0,would rather work larg compani small one none haha
19,0,1,0,1,0,0,favorit song like mani song favorit
20,0,0,0,1,0,0,would danc ask danc depend much alcohol involv
25,0,1,0,6,0,0,home page shit homepag talk even
20,0,0,0,1,0,0,last time went beach still live oregon
17,0,0,1,1,0,0,last time maturb today shower think
21,0,0,1,1,0,0,page say min ago lol btw ur not ugli whoever said dumb
13,0,1,1,0,0,0,month younger baaaaybeee
23,0,0,0,0,0,0,soo dumb immm nott tbh dont thinkk amm justt get thing lil late
29,0,2,1,4,0,0,crave exact pin point want think crave pickel lol idk
10,0,0,0,2,0,0,apo facebook link whattt
61,0,0,4,7,0,0,oh ye love skylin oiiii wanna know xd know game gran turismo right rip race use skylin lmbo even beat uncl one time corvett got skill xd lol lol gran trismo ilov game well lol skill alright ladi lol
28,0,0,1,1,0,0,damn homi know well lmao hard red alert ova cool sorri didnt mean lol
29,0,1,0,2,0,0,name sexiest part girl bodi part mean face okay leg torso neck
12,0,1,0,2,0,0,pleas leav huh pink
29,0,0,0,0,0,0,dont worri im not blackmail lol would never tell anyon no matter lol know answer lol haha thank
24,0,0,0,1,0,0,pussi hoe di nene bitch fuk wit nene eva fuk bitch get get
51,0,0,1,2,0,0,lol good girl gone mad prais lord hallelujah lol join team good girl gone mad apo alreadi insan mind help xd lmfao hi miss hit forehead mm bad lol
20,0,0,6,0,0,0,woow soor ilovd poem yu wrote mee lolr wass cute thanksss haha fasho
10,0,0,0,2,0,0,fuck xd
14,0,0,0,1,0,0,color leaf would like orang ight orang
9,0,0,0,1,0,0,ever play basebal ye
29,0,0,0,2,0,0,someon realli hurt beg ur forgiv realli meant wud forgiv bout forget id forgiv wont forget
12,0,0,0,1,0,0,listen christian rock sometim
16,0,0,0,1,0,0,happen put lightsab water electricut lol
25,0,0,0,1,0,0,would rather vampir werewolf werewolf no not anyth twilight
13,0,0,0,1,0,0,see yo dick look tasti lol
31,0,1,0,0,0,0,dare click send button beauti let anyon tell otherwis aw not realli
12,1,0,0,2,0,0,think sexi lol lol whose
15,0,0,0,1,0,0,like comedi drama comedi wait no
16,0,0,0,0,0,0,no tengo guess eat ice cream
24,0,1,0,0,0,0,lol fair point sound good get tan warm si like brown pride
11,0,0,0,1,0,0,good painter believ
12,0,0,0,2,0,0,aye dhi daddi pelt wtf get outa hea bxtch
9,0,0,0,0,0,0,realli prettyy thank babe
19,0,0,0,1,0,0,time wake tomorrow sunday sleep
16,0,0,0,1,0,0,ever oken one yeah dont mean
41,0,0,0,2,0,0,smoke pot use not get drunk anymor smoke pot still drink havn reallyy drunk sinc one night kain
27,0,0,0,0,0,0,uhm think love freak joie thasss right ahahah ndd ii love mee alott myy lil floricel
22,0,0,0,2,0,0,ever see movi super size hmm not think like biggest loser
81,0,0,1,0,0,0,love no homo see like week miss like apo never see pleas stay outta apo troubl apo know kind oc troubl mean ciao no homo lover lmao wow clarissa not gona happi stole lol stay outta troubl alway outa troubl good safe stay troubl ok
30,0,0,1,2,0,0,place outsid us would like visit toronto canada someon special would realli like meet
46,0,0,4,1,0,0,pretti like realli becom model know apo life decid want apo pretti cool atleast stop treee honey bee hah thak
16,0,1,0,1,0,0,favv waterpark go one
23,0,0,0,1,0,0,best friend rissa trebla kazza bestfriend kara automat becom bff caus date
24,0,0,0,7,0,0,old know michael hell yuh tha fuck michael
28,0,0,0,0,0,0,favorit thing eat anyth thai spici mexican veggi grape strawberri fruit har rice love food btw
13,0,0,3,1,0,0,duuuu yuuuuu shave no wut iluk lyke
9,0,0,0,0,0,0,nawh ate hate chu
20,0,0,0,0,0,0,height ft centimet whatev standard measur like inch
29,0,0,0,1,0,0,cri yawn cri yawn bloodi annoy done make
19,0,0,0,1,0,0,dont hate see happi coupl come relationship yep
86,0,0,0,3,0,0,thing perfect relationship ummm think term perfect relationship vari everyon anyon depend mood time know answer would say someon love vice versa someon get unterstand feel need treat respect treat someon romant cute witti honest trust etc lol
11,0,1,0,3,0,0,hey listen music hbu
32,0,0,0,1,0,0,given million dollar must give one chariti chariti choos one cancer research kid adult
25,0,0,0,0,0,0,darl except aww sweet think fell love
24,0,0,0,0,0,0,sexi cookiegina top food cahin babehh no ilysm
13,0,0,0,1,0,0,can meat like ham not spam
18,0,0,0,1,0,0,could super power would read peopl mind
12,0,0,1,0,0,0,trina love jordannn love darlin
28,0,1,0,0,0,0,im sexi fuck ass duuud made laugh fuck hardd thank make day welcom faggot
40,0,1,5,5,0,0,mope rule rule especi made vespa orang black pen draw pom pom come handl pair bunni ear centr
13,0,0,0,3,0,0,wood smash tevon kn bxtch ianit gay cleaa
57,0,0,27,0,0,0,want best no one ever dun dun dun catch real test train cause ive travelin across land search far wide pokemon understand power that insid pokemon ohh youuu
26,0,0,0,1,0,0,mad would rape depend
17,0,0,0,0,0,0,like babi girl pedophil one babi girl
20,0,0,0,4,0,0,love hair ilovey thank alot bhut alot keep wit wanna trade haha
35,0,0,1,0,0,0,no wont haha listen asshol sit tri tell feel unless know person level good friend
43,0,0,0,3,0,0,ever eaten exot food crocodil coon beaver like tast like buffalo snake dog shark alig walk talk wiggl move shoot grill eat
9,0,0,1,3,0,0,rofl fail no
45,0,0,0,0,0,0,hoe okay realli noth better know coupl peopl dont like soooo probabl say face ill come talk
